,ASMT,ASMTWithDa,Acres,LandUse1,TRA,floor,Notes,Shape_STAr,Shape_STLe,geometry
170,001303023000,001-303-023-000,0.14,111E,002000,0,0013032300 CONVERTED    12/01/87,6123.45815,326.687773831,"POLYGON Z ((6474880.680000007 1877837.3400000036 0, 6474777.879999995 1877814.6700000018 0, 6474765.049999997 1877871.9099999964 0, 6474867.569999993 1877893.7699999958 0, 6474880.680000007 1877837.3400000036 0))"
171,001312004000,001-312-004-000,0.14,111E,002000,0,0013120400 CONVERTED    12/01/87,6453.63585,330.865858982,"POLYGON Z ((6474241.670000002 1879996.0199999958 0, 6474250.849999994 1879981.7600000054 0, 6474163.459999993 1879927.75 0, 6474130.959999993 1879974.3700000048 0, 6474211.519999996 1880038 0, 6474227.011892684 1880017.309411967 0, 6474241.670000002 1879996.0199999958 0))"
172,001314016000,001-314-016-000,0.14,111,002000,0,0013141600 CONVERTED    12/01/87,6023.9806,321.192748708,"POLYGON Z ((6474837.120000005 1879806.9399999976 0, 6474779.189999998 1879793.8900000006 0, 6474756.700000003 1879892.5400000066 0, 6474815.409999996 1879905.150000006 0, 6474837.120000005 1879806.9399999976 0))"
173,001314019000,001-314-019-000,0.14,111,002000,0,0013141900 CONVERTED    12/01/87,6080.63175,321.903021884,"POLYGON Z ((6475014.739999995 1879846.9399999976 0, 6474956.370000005 1879833.799999997 0, 6474933.390000001 1879931.3900000006 0, 6474993.189999998 1879945.0699999928 0, 6475014.739999995 1879846.9399999976 0))"
174,001314037000,001-314-037-000,0.49,216,002000,0,0013143700 CONVERTED    12/01/87,21211.0998371,631.160316204,"POLYGON Z ((6474427.349999994 1879526.1200000048 0, 6474554.180000007 1879337.2900000066 0, 6474461.799999997 1879316.049999997 0, 6474458.213260474 1879315.0804781683 0, 6474454.524309961 1879314.637401312 0, 6474450.810000002 1879314.7300000042 0, 6474446.813060987 1879315.433100334 0, 6474442.97638955 1879316.7559094096 0, 6474439.395431412 1879318.6655194182 0, 6474436.159270859 1879321.1144245705 0, 6474433.348414572 1879324.0417029131 0, 6474431.03278884 1879327.3745318973 0, 6474429.269999996 1879331.0300000012 0, 6474422.680013971 1879349.671855849 0, 6474414.4239262855 1879367.6380385647 0, 6474404.569999993 1879384.7800000012 0, 6474363.709999993 1879445.0199999958 0, 6474342.269999996 1879478.5199999958 0, 6474427.349999994 1879526.1200000048 0))"
175,001315007000,001-315-007-000,0.14,111E,002000,0,0013150700 CONVERTED    12/01/87,6008.19935,319.569777359,"POLYGON Z ((6475018.099999994 1880342.5900000036 0, 6474934.129999995 1880290.0100000054 0, 6474919.290000007 1880313.9399999976 0, 6474902.189999998 1880341.4899999946 0, 6474986.480000004 1880394.1800000072 0, 6475018.099999994 1880342.5900000036 0))"
176,001315009000,001-315-009-000,0.14,111,002000,0,0013150900 CONVERTED    12/01/87,5927.4838,318.209510289,"POLYGON Z ((6475081.280000001 1880241.8700000048 0, 6474997.290000007 1880188.5799999982 0, 6474981.980000004 1880212.8900000006 0, 6474965.340000004 1880239.7099999934 0, 6475050.519999996 1880291.7699999958 0, 6475081.280000001 1880241.8700000048 0))"
177,001321020000,001-321-020-000,0.14,111,002000,0,0013212000 CONVERTED    12/01/87,5966.0655,320.016550424,"POLYGON Z ((6474710.290000007 1880647 0, 6474727.340000004 1880619.9899999946 0, 6474641.969999999 1880566.6700000018 0, 6474610.099999994 1880617.349999994 0, 6474696.25 1880669.7399999946 0, 6474710.290000007 1880647 0))"
178,001321021000,001-321-021-000,0.14,111,002000,0,0013212100 CONVERTED    12/01/87,6017.79735,320.871295298,"POLYGON Z ((6474742.200000003 1880596.4200000018 0, 6474759.379999995 1880569.2600000054 0, 6474673.870000005 1880516.2900000066 0, 6474641.969999999 1880566.6700000018 0, 6474727.340000004 1880619.9899999946 0, 6474742.200000003 1880596.4200000018 0))"
179,001323001000,001-323-001-000,0.14,111,002000,0,0013230100 CONVERTED    12/01/87,6117.32366484,317.614562463,"POLYGON Z ((6473892.579999998 1880475.799999997 0, 6473947.319999993 1880453.9300000072 0, 6473906.430000007 1880379.4599999934 0, 6473904.224989303 1880376.7131975836 0, 6473901.603805661 1880374.360243696 0, 6473898.635811403 1880372.4634027004 0, 6473895.399546227 1880371.0728692086 0, 6473891.980648875 1880370.2254398155 0, 6473888.46959094 1880369.9435393787 0, 6473884.9592827875 1880370.234627608 0, 6473881.542614943 1880371.0910016645 0, 6473878.310000002 1880372.4899999946 0, 6473846.170000002 1880387.5199999958 0, 6473886.060000002 1880478.599999994 0, 6473892.579999998 1880475.799999997 0))"
180,001323002000,001-323-002-000,0.15,111,002000,0,0013230200 CONVERTED    12/01/87,6414.71195195,319.549809687,"POLYGON Z ((6473978.260000005 1880548.1299999952 0, 6473981.057503727 1880546.4236694567 0, 6473983.552040228 1880544.2988450797 0, 6473985.681597717 1880541.8083479642 0, 6473987.393237435 1880539.0140894833 0, 6473988.644409658 1880535.9855322277 0, 6473989.404011443 1880532.7979632304 0, 6473989.653159815 1880529.5306224045 0, 6473989.385661186 1880526.2647327147 0, 6473988.608165314 1880523.0814810512 0, 6473987.340000004 1880520.0600000024 0, 6473947.319999993 1880453.9300000072 0, 6473892.579999998 1880475.799999997 0, 6473932.459999993 1880568.1200000048 0, 6473978.260000005 1880548.1299999952 0))"
181,001327008000,001-327-008-000,0.14,111,002000,0,0013270800 CONVERTED    12/01/87,6244.91915,324.97164155,"POLYGON Z ((6474128.159999996 1880131.7300000042 0, 6474056.569999993 1880061.7699999958 0, 6474039.25 1880077.9099999964 0, 6474015.060000002 1880100.8400000036 0, 6474078.200000003 1880178.049999997 0, 6474128.159999996 1880131.7300000042 0))"
182,001327010000,001-327-010-000,0.14,111,002000,0,,6094.5325,323.75224739,"POLYGON Z ((6474211.519999996 1880038 0, 6474130.959999993 1879974.3700000048 0, 6474094.739999995 1880018.4200000018 0, 6474171.359999999 1880085.5199999958 0, 6474211.519999996 1880038 0))"
183,001328015000,001-328-015-000,0.13,111,002000,0,,5842.6164,316.321971784,"POLYGON Z ((6474376.890000001 1880240.1299999952 0, 6474299.900000006 1880176.3900000006 0, 6474292.170000002 1880184.6400000006 0, 6474262.920000002 1880218 0, 6474335.209999993 1880285.6299999952 0, 6474376.890000001 1880240.1299999952 0))"
184,001352004000,001-352-004-000,0.14,111,002000,0,0013520400 CONVERTED    12/01/87,6068.9124,321.384927779,"POLYGON Z ((6476883.689999998 1878656.1700000018 0, 6476785.75 1878633.049999997 0, 6476772.420000002 1878692.349999994 0, 6476869.170000002 1878715.0100000054 0, 6476883.689999998 1878656.1700000018 0))"
185,001352005000,001-352-005-000,0.14,111E,002000,0,0013520500 CONVERTED    12/01/87,5971.118,319.442444095,"POLYGON Z ((6476869.170000002 1878715.0100000054 0, 6476772.420000002 1878692.349999994 0, 6476759.239999995 1878750.5400000066 0, 6476857.180000007 1878773.5900000036 0, 6476869.170000002 1878715.0100000054 0))"
186,001363004000,001-363-004-000,0.14,111,002000,0,,6147.0158,323.424278315,"POLYGON Z ((6476763.010000005 1879182.6700000018 0, 6476664.739999995 1879161.4599999934 0, 6476650.650000006 1879220.75 0, 6476748.969999999 1879242.3299999982 0, 6476763.010000005 1879182.6700000018 0))"
187,001370020000,001-370-020-000,7.11,51,002000,0,0013702000 CONVERTED    12/01/87,319845.820417,2267.0670149,"POLYGON Z ((6473362.549999997 1879721.5100000054 0, 6473414.019999996 1879755.5400000066 0, 6473672.709999993 1879363.1599999964 0, 6473699.709999993 1879245.099999994 0, 6473723.406874999 1879161.8756249994 0, 6473670.118125007 1879150.7056249976 0, 6473346.959374994 1879080.6200000048 0, 6473337.770624995 1879078.5918750018 0, 6473329.90097303 1879077.5056713386 0, 6473321.959085727 1879077.6998014404 0, 6473314.151902624 1879079.1692069129 0, 6473306.682853313 1879081.8755998684 0, 6473299.746556726 1879085.748460581 0, 6473293.523750007 1879090.6868750006 0, 6473286.987499997 1879097.6893749982 0, 6473176.798749998 1879220.2731249928 0, 6473095.665625006 1879304.0949999988 0, 6473008.874375001 1879389.3400000036 0, 6472965.904375002 1879435.0474999994 0, 6472954.596874997 1879448.071875006 0, 6473276.060000002 1879799.5799999982 0, 6473362.549999997 1879721.5100000054 0))"
188,001370023000,001-370-023-000,4.94,51,002000,0,0013702300 CONVERTED    12/01/87,215143.087825,2081.44409111,"POLYGON Z ((6473362.549999997 1879721.5100000054 0, 6473276.060000002 1879799.5799999982 0, 6472954.596874997 1879448.071875006 0, 6472625.870000005 1879747.3100000024 0, 6472677.420000002 1879791.700000003 0, 6472723.390000001 1879831.5900000036 0, 6472793.060000002 1879893.5100000054 0, 6472812.629999995 1879909.3199999928 0, 6472825.299999997 1879912.200000003 0, 6472884.590000004 1879925.1299999952 0, 6472943.560000002 1879938.5100000054 0, 6473001.980000004 1879951.450000003 0, 6473059.840000004 1879964.6800000072 0, 6473118.819999993 1879977.7300000042 0, 6473178.400000006 1879990.9599999934 0, 6473235.219999999 1880004.599999994 0, 6473293.920000002 1880017.2099999934 0, 6473362.549999997 1879721.5100000054 0))"
189,001483002000,001-483-002-000,0.14,111E,002000,0,,5914.83095,317.90098541,"POLYGON Z ((6474699.599999994 1880850.1299999952 0, 6474615.019999996 1880799.799999997 0, 6474583.689999998 1880851.3199999928 0, 6474613.140000001 1880868.0300000012 0, 6474667.709999993 1880902.1099999994 0, 6474699.599999994 1880850.1299999952 0))"
190,011061021000,011-061-021-000,0.2,11,001000,0,,8793.9777,409.787060647,"POLYGON Z ((6396448.430000007 1975996.3700000048 0, 6396432.205570221 1975970.3080911415 0, 6396414.989999995 1975944.8900000006 0, 6396293.569999993 1976020.5199999958 0, 6396325.75 1976072.3799999952 0, 6396448.430000007 1975996.3700000048 0))"
191,011061024000,011-061-024-000,0.19,11,001000,0,,8402.27125,393.084857846,"POLYGON Z ((6396305.780000001 1975784.950000003 0, 6396193.730000004 1975855.5799999982 0, 6396226.170000002 1975907.3900000006 0, 6396342.049999997 1975838.549999997 0, 6396305.780000001 1975784.950000003 0))"
192,011061026000,011-061-026-000,0.19,11,001000,0,,8145.9881,384.515825952,"POLYGON Z ((6396271.540000007 1975734.3599999994 0, 6396236.540000007 1975682.6400000006 0, 6396127.370000005 1975749.5799999982 0, 6396161.189999998 1975803.599999994 0, 6396271.540000007 1975734.3599999994 0))"
193,011091001000,011-091-001-000,9.92,81,001000,0,,438365.40305,2741.88058803,"POLYGON Z ((6396389.489999995 1974795.2800000012 0, 6396407.819999993 1974783.8900000006 0, 6396403.409999996 1974777.0600000024 0, 6396351.590000004 1974696.7399999946 0, 6396264.700000003 1974562.3799999952 0, 6396131.560000002 1974356.5 0, 6396039.230000004 1974413.1299999952 0, 6395994.659999996 1974440.7399999946 0, 6395789.329999998 1974570.900000006 0, 6395747.480000004 1974597.1200000048 0, 6395703.189999998 1974624.8700000048 0, 6395660.239999995 1974651.7800000012 0, 6395595.900000006 1974692.0799999982 0, 6395525.819999993 1974735.9800000042 0, 6395405.359999999 1974811.450000003 0, 6395668.489999995 1975243.2199999988 0, 6396389.489999995 1974795.2800000012 0))"
194,011101001000,011-101-001-000,1.57,20,001000,0,,72624.1769,1150.99838693,"POLYGON Z ((6396716.890000001 1975018.1800000072 0, 6396795.469999999 1974976.2199999988 0, 6396761.989999995 1974913.4800000042 0, 6396733.129999995 1974859.4099999964 0, 6396718.680000007 1974832.3400000036 0, 6396684.319999993 1974862.9099999964 0, 6396540.379999995 1974707.8400000036 0, 6396422.239999995 1974814.6800000072 0, 6396408.450000003 1974823.049999997 0, 6396473.590000004 1974918.6200000048 0, 6396584.239999995 1975080.9899999946 0, 6396587.579999998 1975087.25 0, 6396716.890000001 1975018.1800000072 0))"
195,011102001000,011-102-001-000,0.83,513,001000,0,,25580.01805,976.116038415,"POLYGON Z ((6396784.950000003 1974304.7800000012 0, 6396764.790000007 1974539.6700000018 0, 6396880.129999995 1974771.3900000006 0, 6396881.829999998 1974741.3700000048 0, 6396880.019999996 1974659 0, 6396873.400000006 1974593.4099999964 0, 6396862.209999993 1974528.4399999976 0, 6396841.909999996 1974448.5900000036 0, 6396814.719999999 1974370.8199999928 0, 6396784.950000003 1974304.7800000012 0))"
196,011140057000,011-140-057-000,0.68,11,001000,0,0111405700 CONVERTED    12/01/87,29434.55715,815.296960939,"POLYGON Z ((6393664.079999998 1976479.1299999952 0, 6393498.579999998 1976212.3900000006 0, 6393419.010000005 1976262.2300000042 0, 6393584.650000006 1976528.7800000012 0, 6393664.079999998 1976479.1299999952 0))"
197,011140062000,011-140-062-000,1.0,11,001000,0,0111406200 CONVERTED    12/01/87,44421.87775,910.673990462,"POLYGON Z ((6393584.650000006 1976528.7800000012 0, 6393419.010000005 1976262.2300000042 0, 6393299.659999996 1976336.9899999946 0, 6393463.939999998 1976604.2099999934 0, 6393584.650000006 1976528.7800000012 0))"
198,011153008000,011-153-008-000,0.15,11,001000,0,,6458.6903,328.441423304,"POLYGON Z ((6395295.680000007 1974753.4099999964 0, 6395262.480000004 1974698.900000006 0, 6395178.060000002 1974750.6099999994 0, 6395206.040000007 1974796.1299999952 0, 6395213.049999997 1974807.549999997 0, 6395295.680000007 1974753.4099999964 0))"
199,011155004000,011-155-004-000,0.12,11,001000,0,0111550400 CONVERTED    12/01/87,5032.3846,302.519489456,"POLYGON Z ((6395320.079999998 1975278.2900000066 0, 6395294.689999998 1975236.6899999976 0, 6395207.400000006 1975289.1700000018 0, 6395233.5 1975331.9200000018 0, 6395320.079999998 1975278.2900000066 0))"
200,011155010000,011-155-010-000,0.11,11,001000,0,0111551000 CONVERTED    12/01/87,4694.2316,294.678857051,"POLYGON Z ((6395310.209999993 1975457.5600000024 0, 6395285.370000005 1975416.8799999952 0, 6395200.370000005 1975470.9200000018 0, 6395224.069999993 1975509.8100000024 0, 6395310.209999993 1975457.5600000024 0))"
201,011156008000,011-156-008-000,0.11,11,001000,0,,4792.49365,293.086114933,"POLYGON Z ((6395509.069999993 1975106.4099999964 0, 6395483.359999999 1975064.3299999982 0, 6395400.239999995 1975114.4399999976 0, 6395425.530000001 1975156.6700000018 0, 6395509.069999993 1975106.4099999964 0))"
202,011160020000,011-160-020-000,0.13,11,001000,0,0111602000 CONVERTED    12/01/87,5696.6931,315.500175154,"POLYGON Z ((6394625.25 1974820.7699999958 0, 6394572.599999994 1974733.7199999988 0, 6394524.870000005 1974762.3299999982 0, 6394577.010000005 1974849.7900000066 0, 6394625.25 1974820.7699999958 0))"
203,011171016000,011-171-016-000,3.32,217,001000,0,,142177.702484,1795.76533083,"POLYGON Z ((6394644.840000004 1973996.5400000066 0, 6394569.280000001 1973871.1299999952 0, 6394695.109999999 1973793.6099999994 0, 6394735.189999998 1973768.9200000018 0, 6394780.510000005 1973740.9899999946 0, 6394669.739999995 1973609.3799999952 0, 6394651.299999997 1973610.7900000066 0, 6394626.620000005 1973612.75 0, 6394613.591484868 1973611.954529138 0, 6394600.847526481 1973609.1320293245 0, 6394588.701521082 1973604.351910769 0, 6394577.452160197 1973597.7317249516 0, 6394567.376085297 1973589.4342738267 0, 6394558.721084696 1973579.663606237 0, 6394551.700000003 1973568.6599999964 0, 6394541.179657407 1973551.1275269156 0, 6394528.919206792 1973534.764563511 0, 6394515.04756014 1973519.7431574578 0, 6394499.710570281 1973506.2212506847 0, 6394483.06949734 1973494.3410186996 0, 6394465.2993131615 1973484.2273756908 0, 6394446.5868615825 1973475.9866611238 0, 6394427.128893872 1973469.7055216373 0, 6394407.129999995 1973465.450000003 0, 6394385.429035182 1973463.203962137 0, 6394363.612538554 1973463.3344796044 0, 6394341.939999998 1973465.8400000036 0, 6394322.294409804 1973470.24935603 0, 6394303.19328477 1973476.6163535214 0, 6394284.831164605 1973484.8761463575 0, 6394267.39506246 1973494.9446108178 0, 6394251.062560242 1973506.7192023578 0, 6394236 1973520.0799999982 0, 6394546.700000003 1974038.25 0, 6394554.280000001 1974050.8900000006 0, 6394644.840000004 1973996.5400000066 0))"
204,011173007000,011-173-007-000,0.71,11,001000,0,,31569.34645,730.056070161,"POLYGON Z ((6394630.25 1973295.7800000012 0, 6394599.319999993 1973227.549999997 0, 6394537.640000001 1973091.4800000042 0, 6394409.689999998 1973149.5199999958 0, 6394501.739999995 1973353.9399999976 0, 6394630.25 1973295.7800000012 0))"
205,011181011000,011-181-011-000,0.16,11,001000,0,0111811100 CONVERTED    12/01/87,6860.2158,355.159220178,"POLYGON Z ((6393640.920000002 1973085.0799999982 0, 6393592.790000007 1972974.2900000066 0, 6393540.469999999 1972996.4699999988 0, 6393588.629999995 1973107.2099999934 0, 6393640.920000002 1973085.0799999982 0))"
206,011182001000,011-182-001-000,0.15,11,001000,0,0111820100 CONVERTED    12/01/87,6555.86875,345.024359756,"POLYGON Z ((6393766.489999995 1973229.150000006 0, 6393720.150000006 1973122.7300000042 0, 6393668.299999997 1973145.1099999994 0, 6393714.489999995 1973251.4200000018 0, 6393766.489999995 1973229.150000006 0))"
207,011183007000,011-183-007-000,0.17,11,001000,0,,6715.44695,347.001260939,"POLYGON Z ((6393879.430000007 1973635.5600000024 0, 6393833.969999999 1973529.8199999928 0, 6393780.390000001 1973552.7099999934 0, 6393825.900000006 1973658.6800000072 0, 6393879.430000007 1973635.5600000024 0))"
208,011184016000,011-184-016-000,0.15,11,001000,0,WAS PTN OF 011184013,6477.41880723,335.398609291,"POLYGON Z ((6393531.560000002 1973786.4200000018 0, 6393534.392120983 1973784.9124967004 0, 6393536.952097795 1973782.9785902447 0, 6393539.176292821 1973780.666354975 0, 6393541.009415532 1973778.0332699826 0, 6393542.40589694 1973775.1447902557 0, 6393543.331022375 1973772.0727195558 0, 6393543.76179445 1973768.8934254714 0, 6393543.687504743 1973765.685941022 0, 6393543.109999999 1973762.5300000012 0, 6393503.390000001 1973672.0100000054 0, 6393451.400000006 1973694.3100000024 0, 6393496.870000005 1973799.049999997 0, 6393531.560000002 1973786.4200000018 0))"
209,011184021000,011-184-021-000,0.52,11,001000,0,"WAS 011184008,009",21620.89495,607.325410468,"POLYGON Z ((6394028.549999997 1973838.4200000018 0, 6393959.5 1973675.0300000012 0, 6393907.159999996 1973697.4300000072 0, 6393852.760000005 1973720.7300000042 0, 6393931.129999995 1973902.0100000054 0, 6393980.310000002 1973869.9200000018 0, 6394028.549999997 1973838.4200000018 0))"
210,011186008000,011-186-008-000,0.16,11,001000,0,0111860800 CONVERTED    12/01/87,6805.84785,352.95884438,"POLYGON Z ((6393430.099999994 1973503.5600000024 0, 6393383.530000001 1973393.450000003 0, 6393330.769999996 1973416.0400000066 0, 6393378.189999998 1973525.7800000012 0, 6393430.099999994 1973503.5600000024 0))"
211,011191001000,011-191-001-000,0.16,11,001000,0,,6857.1273,355.465133889,"POLYGON Z ((6393920.450000003 1973288.3199999928 0, 6393870.769999996 1973177.8799999952 0, 6393819.530000001 1973200.8700000048 0, 6393868.390000001 1973311.7099999934 0, 6393920.450000003 1973288.3199999928 0))"
212,011192005000,011-192-005-000,0.17,11,001000,0,0111920500 CONVERTED    12/01/87,7258.903,362.503907739,"POLYGON Z ((6394240.030000001 1972807.4099999964 0, 6394190.870000005 1972696.2900000066 0, 6394136.200000003 1972720.8100000024 0, 6394139.75 1972728.7600000054 0, 6394185.680000007 1972831.7900000066 0, 6394240.030000001 1972807.4099999964 0))"
213,011193009000,011-193-009-000,0.16,11,001000,0,0111930900 CONVERTED    12/01/87,6963.3881,354.394049987,"POLYGON Z ((6394262.569999993 1973003.0799999982 0, 6394214.629999995 1972894.7099999934 0, 6394160.659999996 1972918.9699999988 0, 6394209.120000005 1973026.8199999928 0, 6394262.569999993 1973003.0799999982 0))"
214,011194015000,011-194-015-000,0.26,51,001000,0,0111941500 CONVERTED    12/01/87,11271.18775,425.831812623,"POLYGON Z ((6394905.450000003 1972693.2399999946 0, 6394865.069999993 1972603.8700000048 0, 6394761.159999996 1972650.099999994 0, 6394800.920000002 1972740.9200000018 0, 6394905.450000003 1972693.2399999946 0))"
215,011201002000,011-201-002-000,0.24,11,001000,0,0112010200 CONVERTED    12/01/87,10385.28145,420.737182923,"POLYGON Z ((6395317.769999996 1974389.5199999958 0, 6395275.079999998 1974269.4399999976 0, 6395209.5 1974308.6800000072 0, 6395193.769999996 1974318.0900000036 0, 6395260.870000005 1974428.7600000054 0, 6395317.769999996 1974389.5199999958 0))"
216,011201004000,011-201-004-000,0.14,1001,001000,0,0112010400 CONVERTED    12/01/87,5937.963,316.921311407,"POLYGON Z ((6395253.950000003 1974210.0199999958 0, 6395232.790000007 1974150.5 0, 6395153.280000001 1974198.2300000042 0, 6395144.930000007 1974203.2399999946 0, 6395177.230000004 1974255.9800000042 0, 6395253.950000003 1974210.0199999958 0))"
217,001011006000,001-011-006-000,0.19,11,002000,0,0010110600 CONVERTED    12/01/87,8910.82484531,388.76499397,"POLYGON Z ((6477257.980000004 1877187.9599999934 0, 6477192.670000002 1877172.25 0, 6477185.686875001 1877170.6825000048 0, 6477159.1875 1877288.8181249946 0, 6477179.553124994 1877293.3362500072 0, 6477231.058125004 1877304.662499994 0, 6477257.980000004 1877187.9599999934 0))"
218,001012003000,001-012-003-000,1.9,23,002000,0,,83545.44265,1222.29476898,"POLYGON Z ((6476530.829999998 1877327.4800000042 0, 6476553.769999996 1877332.549999997 0, 6476568.060000002 1877269.1400000006 0, 6476542.700000003 1877263.2099999934 0, 6476589.829999998 1877035.0799999982 0, 6476368.019999996 1876984.2399999946 0, 6476347.349999994 1877086.4300000072 0, 6476292.769999996 1877335.7800000012 0, 6476514.75 1877385.5400000066 0, 6476530.829999998 1877327.4800000042 0))"
219,001012012000,001-012-012-000,0.51,51,002000,0,WAS PTN 001012006,21814.0701105,618.150607768,"POLYGON Z ((6476702.048124999 1877511.090625003 0, 6476658.930000007 1877703.5699999928 0, 6476756.129999995 1877730.0799999982 0, 6476764.909999996 1877732.0400000066 0, 6476769.430000007 1877714.0300000012 0, 6476806.644374996 1877531.840625003 0, 6476702.048124999 1877511.090625003 0))"
220,001022001000,001-022-001-000,0.25,11,002014,0,0010220100 CONVERTED    12/01/87,11086.7634,446.152588338,"POLYGON Z ((6473880.730000004 1875834.4099999964 0, 6473832.379999995 1875822.6899999976 0, 6473810.180000007 1875817.299999997 0, 6473773.620000005 1875961.5100000054 0, 6473848.599999994 1875978.7300000042 0, 6473880.730000004 1875834.4099999964 0))"
221,001022010000,001-022-010-000,0.19,11,002014,0,SEE NOTE,8217.1005,415.72865415,"POLYGON Z ((6473967.670000002 1875696.450000003 0, 6473915.359999999 1875683.3799999952 0, 6473880.730000004 1875834.4099999964 0, 6473931.530000001 1875846.75 0, 6473967.670000002 1875696.450000003 0))"
222,001022012000,001-022-012-000,0.17,11,002014,0,0010221200 CONVERTED    12/01/87,7463.8114,406.465064858,"POLYGON Z ((6473915.359999999 1875683.3799999952 0, 6473870.25 1875672.1099999994 0, 6473832.379999995 1875822.6899999976 0, 6473880.730000004 1875834.4099999964 0, 6473915.359999999 1875683.3799999952 0))"
223,001023009000,001-023-009-000,0.18,11,002014,0,0010230900 CONVERTED    12/01/87,7766.0829,401.971943239,"POLYGON Z ((6474239.629999995 1876284.650000006 0, 6474190.060000002 1876272.3900000006 0, 6474153.459999993 1876417.0699999928 0, 6474205.450000003 1876428.9899999946 0, 6474239.629999995 1876284.650000006 0))"
224,001024003000,001-024-003-000,0.16,11,002014,0,,7008.4963,393.236511488,"POLYGON Z ((6474267.590000004 1875920.9899999946 0, 6474221.640000001 1875909.75 0, 6474188.129999995 1876056.2099999934 0, 6474233.230000004 1876066.4300000072 0, 6474267.590000004 1875920.9899999946 0))"
225,001026004000,001-026-004-000,0.18,10,002014,0,,7633.1193,403.131875767,"POLYGON Z ((6474759.480000004 1876031.7099999934 0, 6474710.400000006 1876019.4599999934 0, 6474676.920000002 1876167.3299999982 0, 6474726.209999993 1876178.400000006 0, 6474759.480000004 1876031.7099999934 0))"
226,001042007000,001-042-007-000,0.2,11,002014,0,0010420700 CONVERTED    12/01/87,8632.7218,408.335282675,"POLYGON Z ((6476931.730000004 1876795.4800000042 0, 6476790.560000002 1876765.299999997 0, 6476779.719999999 1876813.7099999934 0, 6476777.599999994 1876823.1700000018 0, 6476918.579999998 1876854.3199999928 0, 6476931.730000004 1876795.4800000042 0))"
227,001051004000,001-051-004-000,0.19,11,002014,0,,8311.2095,395.629164809,"POLYGON Z ((6477566.569999993 1877000.7600000054 0, 6477433.019999996 1876969.1899999976 0, 6477419.489999995 1877029.0699999928 0, 6477553.480000004 1877059.0199999958 0, 6477566.569999993 1877000.7600000054 0))"
228,001051013000,001-051-013-000,0.18,11,002014,0,0010511300 CONVERTED    12/01/87,8270.7447,402.644343849,"POLYGON Z ((6477534.680000007 1876519.3299999982 0, 6477394.75 1876487.4399999976 0, 6477383.629999995 1876538.7199999988 0, 6477392.469999999 1876540.7399999946 0, 6477391.489999995 1876545.6200000048 0, 6477521.739999995 1876576.6099999994 0, 6477534.680000007 1876519.3299999982 0))"
229,001051020000,001-051-020-000,0.19,11,002014,0,0010512000 CONVERTED    12/01/87,7886.1195,384.642429715,"POLYGON Z ((6477446 1876911.7699999958 0, 6477316.530000001 1876881.3199999928 0, 6477303.280000001 1876939.5100000054 0, 6477433.019999996 1876969.1899999976 0, 6477446 1876911.7699999958 0))"
230,001065003000,001-065-003-000,0.15,212,002014,0,0010650300 CONVERTED    12/01/87,6725.11265,367.607590865,"POLYGON Z ((6474826.560000002 1875730.4899999946 0, 6474834.230000004 1875696.7800000012 0, 6474785.420000002 1875685.3599999994 0, 6474755.219999999 1875815.450000003 0, 6474804.670000002 1875826.6800000072 0, 6474826.560000002 1875730.4899999946 0))"
231,001066007000,001-066-007-000,0.12,11,002014,0,0010660700 CONVERTED    12/01/87,5220.541,306.872085889,"POLYGON Z ((6475130.519999996 1875304.2399999946 0, 6475076.060000002 1875291.6200000048 0, 6475029.840000004 1875281.2800000012 0, 6475019.370000005 1875331.2399999946 0, 6475119.069999993 1875353.3599999994 0, 6475130.519999996 1875304.2399999946 0))"
232,001071003000,001-071-003-000,0.17,2122,002014,0,0010710300 CONVERTED    12/01/87,7636.05765,402.292238238,"POLYGON Z ((6475277.420000002 1875778.3400000036 0, 6475227.489999995 1875767.1299999952 0, 6475195.349999994 1875914.0799999982 0, 6475244.549999997 1875925 0, 6475277.420000002 1875778.3400000036 0))"
233,001071018000,001-071-018-000,0.11,212,002014,0,,4708.60295,292.78326291,"POLYGON Z ((6475166.930000007 1875806.8599999994 0, 6475119.549999997 1875796.0600000024 0, 6475098.879999995 1875892.6800000072 0, 6475144.620000005 1875902.8299999982 0, 6475166.930000007 1875806.8599999994 0))"
234,001071020000,001-071-020-000,0.15,212,002014,0,0010712000 CONVERTED    12/01/87,6534.5753,352.271275503,"POLYGON Z ((6475216.950000003 1875583.400000006 0, 6475166.150000006 1875571.6200000048 0, 6475138.239999995 1875691.3100000024 0, 6475190.900000006 1875703.7300000042 0, 6475216.950000003 1875583.400000006 0))"
235,001073020000,001-073-020-000,0.14,212,002014,0,0010732000 CONVERTED    12/01/87,6293.61345,325.500103181,"POLYGON Z ((6475924.849999994 1875860.7399999946 0, 6475873.120000005 1875848.8900000006 0, 6475827.799999997 1875838.4899999946 0, 6475814.129999995 1875900.2699999958 0, 6475853.170000002 1875909.2199999988 0, 6475911 1875922.4800000042 0, 6475924.849999994 1875860.7399999946 0))"
236,001074020000,001-074-020-000,0.0,11,002014,0,WAS PTN 001074012,3240.6296,304.659831757,"POLYGON Z ((6476068.349999994 1875903.299999997 0, 6476019.590000004 1875892.4899999946 0, 6476011.180000007 1875930.349999994 0, 6475962.230000004 1875918.6099999994 0, 6475959.379999995 1875931.1599999964 0, 6476057.090000004 1875954.3700000048 0, 6476068.349999994 1875903.299999997 0))"
